admin|123456|0
stu|123456|1
stu01|123456|1
2500421032|123456|1
2500421033|123456|1
2500421034|123456|1
2500421035|123456|1
2500421036|123456|1
2500421037|123456|1
2500421038|123456|1
2500421039|123456|1
2500421040|123456|1
2500421041|123456|1
2500421042|123456|1
2500421043|123456|1
2500421044|123456|1
2500421045|123456|1
2500421046|123456|1
2500421047|123456|1
2500421048|123456|1
2500421049|123456|1
2500421050|123456|1
2500421051|123456|1
2500421052|123456|1
2500421053|123456|1
2500421054|123456|1
2500421055|123456|1
2500421056|123456|1
2500421057|123456|1
2500421058|123456|1
2500421059|123456|1
2500421060|123456|1
2500421061|123456|1
2500421062|123456|1
2500421063|123456|1
2500421064|123456|1
2500421065|123456|1
2500421066|123456|1
2500421067|123456|1
2500421068|123456|1
2500421069|123456|1
2500421070|123456|1
2500421071|123456|1
2500421072|123456|1
2500421073|123456|1
2500421074|123456|1
2500421075|123456|1
2500421076|123456|1
2500421077|123456|1
2500421078|123456|1
2500421079|123456|1
2500421080|123456|1
2500421081|123456|1
